ASIN,RetailerId,CurrencyId,ProductId,PaymentTypeId,CustomerId,StatusId,GiftId,Order ID,Order Date,Purchase Order Number,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal Tax,Quantity,Ship Date,Item Serial Number,SalesPerson Id
B004204,1,1,1,3,1,9,null,ORD-000175,2025-03-01,PO-00175,454.47,45.45,18.57,83.06,2084.3,227.25,5,2025-03-01,null,SP-001
B002518,1,1,3,3,1,9,null,ORD-000176,2025-03-14,PO-00176,26.76,2.68,16.52,0.17,263.43,24.12,9,2025-03-05,null,SP-038
B007394,1,1,3,3,1,1,null,ORD-000177,2025-03-13,PO-00177,75.62,7.56,19.6,6.07,616.88,60.48,8,2025-03-28,null,SP-003
B008967,1,1,2,2,1,3,null,ORD-000178,2025-03-12,PO-00178,30.41,3.04,8.19,3.97,176.88,18.24,6,2025-03-25,null,SP-001
B003242,1,1,3,3,1,2,null,ORD-000179,2025-03-03,PO-00179,389.51,38.95,5.82,11.57,4168.9,389.5,10,2025-03-17,null,SP-002
B004271,1,1,2,3,1,5,null,ORD-000180,2025-03-05,PO-00180,146.37,14.64,16.14,1.49,159.52,14.64,1,2025-03-02,null,SP-006
B007915,1,1,2,1,1,3,null,ORD-000181,2025-03-11,PO-00181,228.34,22.83,18.05,22.54,1600.41,159.81,7,2025-03-17,null,SP-032
B002967,1,1,2,1,1,7,null,ORD-000182,2025-03-19,PO-00182,145.3,14.53,10.41,20.97,138.86,14.53,1,2025-03-27,null,SP-019
B008611,1,1,2,2,1,8,null,ORD-000183,2025-03-26,PO-00183,473.42,47.34,9.13,6.78,4111.84,378.72,8,2025-03-21,null,SP-040
B003467,1,1,3,2,1,1,null,ORD-000184,2025-03-22,PO-00184,367.04,36.7,18.23,57.91,2766.64,293.6,8,2025-03-05,null,SP-030
B008221,1,1,1,1,1,1,null,ORD-000185,2025-03-19,PO-00185,224.16,22.42,18.31,43.95,1418.41,156.94,7,2025-03-05,null,SP-023
B009299,1,1,2,3,1,9,null,ORD-000186,2025-03-16,PO-00186,389.5,38.95,10.03,57.94,2223.06,233.7,6,2025-03-07,null,SP-009
B003907,1,1,1,2,1,8,null,ORD-000187,2025-03-19,PO-00187,473,47.3,5.96,18.97,501.33,47.3,1,2025-03-23,null,SP-013
B003429,1,1,3,1,1,4,null,ORD-000188,2025-03-04,PO-00188,256.17,25.62,15.77,43.66,1428.78,153.72,6,2025-03-11,null,SP-004
B003632,1,1,3,1,1,6,null,ORD-000189,2025-03-14,PO-00189,325.02,32.5,8.18,41.23,2530.32,260,8,2025-03-12,null,SP-004
B008800,1,1,2,2,1,5,null,ORD-000190,2025-03-23,PO-00190,106.35,10.63,9.01,20.2,967.8,106.3,10,2025-03-14,null,SP-038
B002344,1,1,3,2,1,7,null,ORD-000191,2025-03-03,PO-00191,379.38,37.94,8.83,50.43,1100.67,113.82,3,2025-03-07,null,SP-028
B002488,1,1,2,3,1,5,null,ORD-000192,2025-03-19,PO-00192,34.7,3.47,9.84,5.74,162.15,17.35,5,2025-03-27,null,SP-027
B004428,1,1,1,2,1,8,null,ORD-000193,2025-03-12,PO-00193,109.39,10.94,15.81,5.88,114.45,10.94,1,2025-03-16,null,SP-011
B009671,1,1,3,1,1,4,null,ORD-000194,2025-03-06,PO-00194,382.5,38.25,8.68,75.91,2758.72,306,8,2025-03-04,null,SP-008
B009863,1,1,2,2,1,1,null,ORD-000195,2025-03-12,PO-00195,338.44,33.84,6.78,40.05,2325.61,236.88,7,2025-03-15,null,SP-007
B004384,1,1,1,1,1,2,null,ORD-000196,2025-03-16,PO-00196,58.02,5.8,13.87,1.7,434.84,40.6,7,2025-03-22,null,SP-006
B006603,1,1,3,1,1,4,null,ORD-000197,2025-03-26,PO-00197,316.94,31.69,8.46,43.92,2742.39,285.21,9,2025-03-04,null,SP-017
B007960,1,1,3,1,1,4,null,ORD-000198,2025-03-18,PO-00198,239.82,23.98,15.32,15.72,2232.72,215.82,9,2025-03-19,null,SP-022
B005970,1,1,3,2,1,1,null,ORD-000199,2025-03-02,PO-00199,30.07,3.01,18.27,2.09,216.93,21.07,7,2025-03-25,null,SP-014
B008923,1,1,3,2,1,5,null,ORD-000200,2025-03-10,PO-00200,306.32,30.63,12.24,36.92,2400.24,245.04,8,2025-03-25,null,SP-022
B003839,1,1,2,1,1,3,null,ORD-000201,2025-03-02,PO-00201,306.49,30.65,19.65,24.46,938.04,91.95,3,2025-03-05,null,SP-022
B008112,1,1,1,2,1,3,null,ORD-000202,2025-03-22,PO-00202,370.63,37.06,11.21,6.7,3608.91,333.54,9,2025-03-26,null,SP-022
B009574,1,1,1,2,1,3,null,ORD-000203,2025-03-01,PO-00203,475.73,47.57,9.28,74.7,4037.4,428.13,9,2025-03-14,null,SP-033
B004662,1,1,1,3,1,2,null,ORD-000204,2025-03-14,PO-00204,97.17,9.72,14.95,1.53,948.24,87.48,9,2025-03-03,null,SP-021
B005658,1,1,2,3,1,4,null,ORD-000205,2025-03-27,PO-00205,30.52,3.05,15.44,4.35,292.2,30.5,10,2025-03-16,null,SP-027
B004045,1,1,3,1,1,1,null,ORD-000206,2025-03-07,PO-00206,78.52,7.85,17.91,7.07,158.6,15.7,2,2025-03-19,null,SP-039
B002507,1,1,2,2,1,9,null,ORD-000207,2025-03-04,PO-00207,26.76,2.68,12.53,4.15,25.29,2.68,1,2025-03-02,null,SP-020
B005565,1,1,2,3,1,8,null,ORD-000208,2025-03-01,PO-00208,97.77,9.78,18.28,6.34,1012.1,97.8,10,2025-03-05,null,SP-002
B008034,1,1,1,1,1,6,null,ORD-000209,2025-03-25,PO-00209,204.62,20.46,5.02,10.83,2142.5,204.6,10,2025-03-18,null,SP-040
B005456,1,1,1,3,1,3,null,ORD-000210,2025-03-23,PO-00210,330.7,33.07,6.09,0.34,363.43,33.07,1,2025-03-27,null,SP-006
B009220,1,1,3,1,1,5,null,ORD-000211,2025-03-16,PO-00211,169.56,16.96,8.94,21.86,1152.62,118.72,7,2025-03-15,null,SP-020
B007368,1,1,3,1,1,6,null,ORD-000212,2025-03-26,PO-00212,59.53,5.95,11.56,2.26,189.66,17.85,3,2025-03-10,null,SP-024
B006128,1,1,1,1,1,9,null,ORD-000213,2025-03-20,PO-00213,297.64,29.76,15.6,40.9,286.5,29.76,1,2025-03-21,null,SP-020
B009258,1,1,2,3,1,9,null,ORD-000214,2025-03-09,PO-00214,399.16,39.92,15.29,71.66,734.84,79.84,2,2025-03-08,null,SP-008
B009253,1,1,3,2,1,8,null,ORD-000215,2025-03-22,PO-00215,381.87,38.19,15.11,53.97,2196.54,229.14,6,2025-03-10,null,SP-034
B001222,1,1,3,2,1,3,null,ORD-000216,2025-03-14,PO-00216,199.98,20,15.27,17.57,1821.69,180,9,2025-03-27,null,SP-030
B002930,1,1,1,2,1,8,null,ORD-000217,2025-03-05,PO-00217,391.12,39.11,14.65,0.56,1718.68,156.44,4,2025-03-16,null,SP-028
B001877,1,1,1,1,1,4,null,ORD-000218,2025-03-10,PO-00218,257.25,25.73,13.49,35.46,1980.16,205.84,8,2025-03-15,null,SP-002
B008276,1,1,1,3,1,8,null,ORD-000219,2025-03-06,PO-00219,338.4,33.84,7.67,10.5,723.48,67.68,2,2025-03-09,null,SP-034
B003463,1,1,2,2,1,2,null,ORD-000220,2025-03-07,PO-00220,133.84,13.38,10.08,15.97,1050,107.04,8,2025-03-09,null,SP-028
B006277,1,1,3,1,1,1,null,ORD-000221,2025-03-23,PO-00221,255.76,25.58,12.21,25.87,510.94,51.16,2,2025-03-26,null,SP-015
B006096,1,1,3,1,1,2,null,ORD-000222,2025-03-22,PO-00222,152.66,15.27,15.31,29.02,1111.28,122.16,8,2025-03-21,null,SP-020
B001452,1,1,3,1,1,1,null,ORD-000223,2025-03-02,PO-00223,261.28,26.13,7.54,6.16,843.75,78.39,3,2025-03-15,null,SP-032
B007441,1,1,2,3,1,7,null,ORD-000224,2025-03-24,PO-00224,203,20.3,7.26,24.26,1194.24,121.8,6,2025-03-18,null,SP-018
B006359,1,1,1,2,1,7,null,ORD-000225,2025-03-02,PO-00225,217.7,21.77,19.81,15.87,1565.2,152.39,7,2025-03-05,null,SP-019
B003593,1,1,1,2,1,2,null,ORD-000226,2025-03-09,PO-00226,429.58,42.96,19.41,60.33,3709.89,386.64,9,2025-03-28,null,SP-032
B007936,1,1,1,1,1,2,null,ORD-000227,2025-03-10,PO-00227,196.11,19.61,15.57,38.96,176.76,19.61,1,2025-03-19,null,SP-012
B004746,1,1,3,1,1,6,null,ORD-000228,2025-03-25,PO-00228,392.58,39.26,19.69,39.22,1177.86,117.78,3,2025-03-15,null,SP-021
B004891,1,1,1,3,1,5,null,ORD-000229,2025-03-17,PO-00229,133.22,13.32,6.36,23.7,122.84,13.32,1,2025-03-24,null,SP-033
B002005,1,1,1,1,1,1,null,ORD-000230,2025-03-12,PO-00230,30.51,3.05,16.69,0.41,132.6,12.2,4,2025-03-11,null,SP-016
B006502,1,1,3,2,1,3,null,ORD-000231,2025-03-24,PO-00231,179.48,17.95,18.08,8.82,188.61,17.95,1,2025-03-17,null,SP-038
B001434,1,1,2,3,1,3,null,ORD-000232,2025-03-23,PO-00232,262.24,26.22,18.81,30.2,1549.56,157.32,6,2025-03-05,null,SP-010
B008122,1,1,1,3,1,8,null,ORD-000233,2025-03-25,PO-00233,415.25,41.53,8.85,74.75,382.03,41.53,1,2025-03-23,null,SP-036
B004810,1,1,1,1,1,2,null,ORD-000234,2025-03-27,PO-00234,256.41,25.64,7.07,29.66,2523.9,256.4,10,2025-03-28,null,SP-026
B001609,1,1,3,3,1,1,null,ORD-000235,2025-03-09,PO-00235,188.69,18.87,8.28,2.55,205.01,18.87,1,2025-03-25,null,SP-020
B009444,1,1,1,2,1,4,null,ORD-000236,2025-03-05,PO-00236,274.09,27.41,19.61,40.54,2087.68,219.28,8,2025-03-07,null,SP-012
B003875,1,1,3,3,1,9,null,ORD-000237,2025-03-01,PO-00237,452.57,45.26,18.88,31.7,2330.65,226.3,5,2025-03-04,null,SP-014
B008732,1,1,1,2,1,2,null,ORD-000238,2025-03-09,PO-00238,134.46,13.45,11.84,20.72,1271.9,134.5,10,2025-03-01,null,SP-037
B009677,1,1,2,1,1,7,null,ORD-000239,2025-03-13,PO-00239,244.03,24.4,18.89,43.34,900.36,97.6,4,2025-03-18,null,SP-036
B004759,1,1,2,2,1,6,null,ORD-000240,2025-03-05,PO-00240,57.43,5.74,18.21,5.41,115.52,11.48,2,2025-03-23,null,SP-022
B005228,1,1,2,2,1,2,null,ORD-000241,2025-03-22,PO-00241,34.64,3.46,19.12,3.53,345.7,34.6,10,2025-03-08,null,SP-023
B004465,1,1,3,1,1,9,null,ORD-000242,2025-03-13,PO-00242,452.16,45.22,6.26,66.77,3875.49,406.98,9,2025-03-18,null,SP-037
B009756,1,1,3,2,1,4,null,ORD-000243,2025-03-17,PO-00243,408.66,40.87,7.62,69.42,1900.55,204.35,5,2025-03-26,null,SP-001
B004049,1,1,3,2,1,2,null,ORD-000244,2025-03-28,PO-00244,63.12,6.31,14.26,11.69,230.96,25.24,4,2025-03-03,null,SP-039
B003305,1,1,2,2,1,4,null,ORD-000245,2025-03-05,PO-00245,127.17,12.72,10.87,0.46,139.43,12.72,1,2025-03-28,null,SP-005
B006662,1,1,1,2,1,7,null,ORD-000246,2025-03-13,PO-00246,341.29,34.13,18.93,58.86,2215.92,238.91,7,2025-03-16,null,SP-040
B007134,1,1,1,1,1,2,null,ORD-000247,2025-03-15,PO-00247,385.39,38.54,10.71,54.6,3323.97,346.86,9,2025-03-11,null,SP-028
B001990,1,1,2,1,1,6,null,ORD-000248,2025-03-06,PO-00248,430.04,43,10.94,56.93,3744.99,387,9,2025-03-22,null,SP-004
B005119,1,1,3,1,1,9,null,ORD-000249,2025-03-26,PO-00249,482.56,48.26,5.96,9.49,521.33,48.26,1,2025-03-18,null,SP-040
B006634,1,1,2,3,1,6,null,ORD-000250,2025-03-22,PO-00250,464.59,46.46,14.96,7.43,503.62,46.46,1,2025-03-18,null,SP-004
B001525,1,1,1,2,1,3,null,ORD-000251,2025-03-19,PO-00251,444.49,44.45,17.58,10.52,3348.94,311.15,7,2025-03-06,null,SP-002
B003339,1,1,1,2,1,4,null,ORD-000252,2025-03-16,PO-00252,459.94,45.99,16.2,42.08,3246.95,321.93,7,2025-03-06,null,SP-017
B004062,1,1,3,1,1,2,null,ORD-000253,2025-03-02,PO-00253,321.91,32.19,12.09,44.59,1857.06,193.14,6,2025-03-20,null,SP-036
B001606,1,1,2,2,1,2,null,ORD-000254,2025-03-15,PO-00254,158.31,15.83,13.72,17.14,1256,126.64,8,2025-03-15,null,SP-017
B002195,1,1,2,2,1,1,null,ORD-000255,2025-03-23,PO-00255,318.83,31.88,6.22,46.05,2741.94,286.92,9,2025-03-25,null,SP-040
B004011,1,1,3,1,1,3,null,ORD-000256,2025-03-18,PO-00256,382.61,38.26,5.19,34.05,1934.1,191.3,5,2025-03-16,null,SP-006
B009848,1,1,2,1,1,1,null,ORD-000257,2025-03-13,PO-00257,265.21,26.52,19.83,15.97,1103.04,106.08,4,2025-03-05,null,SP-028
B008362,1,1,3,3,1,4,null,ORD-000258,2025-03-06,PO-00258,347.44,34.74,12.34,2.66,379.52,34.74,1,2025-03-01,null,SP-033
B003664,1,1,2,1,1,2,null,ORD-000259,2025-03-07,PO-00259,63.35,6.34,13.53,2.84,66.85,6.34,1,2025-03-04,null,SP-012
B008282,1,1,3,1,1,6,null,ORD-000260,2025-03-09,PO-00260,461.07,46.11,12.99,55.23,1355.85,138.33,3,2025-03-15,null,SP-008
B007437,1,1,1,1,1,2,null,ORD-000261,2025-03-09,PO-00261,99.94,9.99,10.63,16.38,841.95,89.91,9,2025-03-21,null,SP-014
B009384,1,1,2,2,1,3,null,ORD-000262,2025-03-05,PO-00262,57.01,5.7,10.06,10.87,259.2,28.5,5,2025-03-23,null,SP-026
B006774,1,1,3,1,1,7,null,ORD-000263,2025-03-24,PO-00263,248.59,24.86,14.19,11.73,1832.04,174.02,7,2025-03-20,null,SP-015
B007558,1,1,3,3,1,9,null,ORD-000264,2025-03-23,PO-00264,206.45,20.64,12.61,36.48,571.83,61.92,3,2025-03-20,null,SP-016
B003994,1,1,3,2,1,8,null,ORD-000265,2025-03-12,PO-00265,258.53,25.85,12.47,47,1186.9,129.25,5,2025-03-12,null,SP-007
B008074,1,1,1,1,1,1,null,ORD-000266,2025-03-04,PO-00266,365.04,36.5,9.07,44.36,714.36,73,2,2025-03-11,null,SP-040
B006928,1,1,2,2,1,8,null,ORD-000267,2025-03-21,PO-00267,301.18,30.12,10.48,9.25,1610.25,150.6,5,2025-03-27,null,SP-020
B008558,1,1,3,2,1,3,null,ORD-000268,2025-03-13,PO-00268,162.18,16.22,6.51,19.7,1428.3,145.98,9,2025-03-05,null,SP-017
B009464,1,1,1,1,1,1,null,ORD-000269,2025-03-24,PO-00269,69.03,6.9,16.03,6.25,69.68,6.9,1,2025-03-22,null,SP-026
B007645,1,1,3,2,1,6,null,ORD-000270,2025-03-20,PO-00270,188.6,18.86,18.2,37.49,1189.79,132.02,7,2025-03-13,null,SP-024
B003718,1,1,3,1,1,5,null,ORD-000271,2025-03-28,PO-00271,273.99,27.4,10.79,19.06,2823.3,274,10,2025-03-19,null,SP-005
B005420,1,1,1,3,1,5,null,ORD-000272,2025-03-11,PO-00272,244.13,24.41,12.41,17.55,2007.92,195.28,8,2025-03-10,null,SP-017
B004430,1,1,1,2,1,3,null,ORD-000273,2025-03-04,PO-00273,211.17,21.12,13.09,0.38,231.91,21.12,1,2025-03-08,null,SP-039
B009326,1,1,1,3,1,5,null,ORD-000274,2025-03-14,PO-00274,253.57,25.36,17.46,41.93,1422,152.16,6,2025-03-28,null,SP-025
B007073,1,1,1,1,1,9,null,ORD-000275,2025-03-22,PO-00275,237.41,23.74,8.25,19.6,2173.95,213.66,9,2025-03-08,null,SP-026
B004905,1,1,3,3,1,2,null,ORD-000276,2025-03-04,PO-00276,334.43,33.44,9.93,42.5,1626.85,167.2,5,2025-03-12,null,SP-030
B006801,1,1,3,2,1,1,null,ORD-000277,2025-03-12,PO-00277,497.03,49.7,6.78,89.8,4112.37,447.3,9,2025-03-25,null,SP-039
B002091,1,1,1,2,1,5,null,ORD-000278,2025-03-28,PO-00278,138.79,13.88,10.52,4.53,1481.4,138.8,10,2025-03-24,null,SP-027
B009617,1,1,3,3,1,1,null,ORD-000279,2025-03-10,PO-00279,382.28,38.23,7.89,24.65,2771.02,267.61,7,2025-03-20,null,SP-037
B003823,1,1,1,3,1,1,null,ORD-000280,2025-03-10,PO-00280,121.04,12.1,14.22,14.74,118.4,12.1,1,2025-03-04,null,SP-025
B002669,1,1,1,1,1,9,null,ORD-000281,2025-03-05,PO-00281,200.89,20.09,19.74,33.98,935,100.45,5,2025-03-01,null,SP-037
B004584,1,1,3,2,1,9,null,ORD-000282,2025-03-01,PO-00282,147.78,14.78,6.35,2.95,1117.27,103.46,7,2025-03-01,null,SP-019
B005790,1,1,3,3,1,3,null,ORD-000283,2025-03-04,PO-00283,395.86,39.59,15.21,40.81,394.64,39.59,1,2025-03-05,null,SP-025
B007162,1,1,1,1,1,6,null,ORD-000284,2025-03-05,PO-00284,161.27,16.13,5.36,1.96,1228.08,112.91,7,2025-03-11,null,SP-019
B005428,1,1,3,2,1,5,null,ORD-000285,2025-03-07,PO-00285,295.49,29.55,12.14,34.86,2901.8,295.5,10,2025-03-23,null,SP-019
B007395,1,1,1,3,1,7,null,ORD-000286,2025-03-27,PO-00286,53.4,5.34,17.16,2.29,112.9,10.68,2,2025-03-14,null,SP-033
B008634,1,1,2,2,1,8,null,ORD-000287,2025-03-04,PO-00287,139.28,13.93,9.5,20.57,1193.76,125.37,9,2025-03-24,null,SP-032
B005831,1,1,3,1,1,9,null,ORD-000288,2025-03-26,PO-00288,38.67,3.87,10.42,3.33,117.63,11.61,3,2025-03-10,null,SP-007
B006737,1,1,2,3,1,3,null,ORD-000289,2025-03-08,PO-00289,13.95,1.4,5.5,0.68,117.36,11.2,8,2025-03-13,null,SP-021
B005901,1,1,3,2,1,4,null,ORD-000290,2025-03-15,PO-00290,191.71,19.17,10.25,11.13,998.75,95.85,5,2025-03-11,null,SP-014
B006213,1,1,2,3,1,1,null,ORD-000291,2025-03-05,PO-00291,209.35,20.94,9.89,21.23,418.12,41.88,2,2025-03-17,null,SP-007
B004578,1,1,1,3,1,8,null,ORD-000292,2025-03-21,PO-00292,360.48,36.05,10.09,55.32,1706.05,180.25,5,2025-03-25,null,SP-022
B008559,1,1,3,1,1,4,null,ORD-000293,2025-03-03,PO-00293,167.48,16.75,11.71,30.93,153.3,16.75,1,2025-03-02,null,SP-013
B007924,1,1,3,1,1,3,null,ORD-000294,2025-03-06,PO-00294,88.44,8.84,6.37,1.32,191.92,17.68,2,2025-03-13,null,SP-019
B001366,1,1,2,2,1,5,null,ORD-000295,2025-03-17,PO-00295,291.89,29.19,13.23,49.51,543.14,58.38,2,2025-03-03,null,SP-039
B008049,1,1,1,2,1,9,null,ORD-000296,2025-03-26,PO-00296,137.1,13.71,6.05,26.28,1245.3,137.1,10,2025-03-12,null,SP-032
B001858,1,1,2,1,1,1,null,ORD-000297,2025-03-24,PO-00297,446.15,44.62,9.23,62.26,3856.59,401.58,9,2025-03-10,null,SP-012
B006489,1,1,2,1,1,1,null,ORD-000298,2025-03-25,PO-00298,356.99,35.7,7.32,56.33,672.72,71.4,2,2025-03-05,null,SP-036
B002472,1,1,3,1,1,7,null,ORD-000299,2025-03-15,PO-00299,421.16,42.12,5.49,37.94,2126.7,210.6,5,2025-03-24,null,SP-003
B009078,1,1,2,1,1,6,null,ORD-000300,2025-03-26,PO-00300,310.86,31.09,7.18,6.72,2681.84,248.72,8,2025-03-13,null,SP-001
B005016,1,1,1,3,1,7,null,ORD-000301,2025-03-20,PO-00301,81.63,8.16,10.8,9.52,561.89,57.12,7,2025-03-27,null,SP-014
B005101,1,1,3,2,1,6,null,ORD-000302,2025-03-12,PO-00302,318.84,31.88,8.72,41.14,619.16,63.76,2,2025-03-22,null,SP-029
B003196,1,1,1,1,1,7,null,ORD-000303,2025-03-14,PO-00303,18,1.8,13.15,3.43,65.48,7.2,4,2025-03-01,null,SP-011
B008073,1,1,2,3,1,8,null,ORD-000304,2025-03-27,PO-00304,96.94,9.69,14.96,6.21,602.52,58.14,6,2025-03-03,null,SP-040
B001801,1,1,2,1,1,7,null,ORD-000305,2025-03-08,PO-00305,86.31,8.63,18.87,15.21,637.84,69.04,8,2025-03-05,null,SP-014
B002366,1,1,2,3,1,8,null,ORD-000306,2025-03-27,PO-00306,491.91,49.19,5.27,16.78,2097.28,196.76,4,2025-03-03,null,SP-038
B002986,1,1,3,1,1,3,null,ORD-000307,2025-03-04,PO-00307,420.46,42.05,5.43,30.23,2593.68,252.3,6,2025-03-08,null,SP-016
B007096,1,1,2,2,1,3,null,ORD-000308,2025-03-15,PO-00308,232.76,23.28,16.36,0,1024.16,93.12,4,2025-03-16,null,SP-031
B003917,1,1,2,1,1,8,null,ORD-000309,2025-03-12,PO-00309,17.55,1.76,5.03,0.43,132.16,12.32,7,2025-03-25,null,SP-034
B002276,1,1,3,2,1,3,null,ORD-000310,2025-03-17,PO-00310,313.53,31.35,10.71,8.54,672.68,62.7,2,2025-03-16,null,SP-013
B009299,1,1,3,1,1,1,null,ORD-000311,2025-03-26,PO-00311,228.92,22.89,10.82,4.46,1236.75,114.45,5,2025-03-17,null,SP-011
B009178,1,1,2,3,1,3,null,ORD-000312,2025-03-02,PO-00312,63.98,6.4,15.22,12.27,232.44,25.6,4,2025-03-07,null,SP-006
B002039,1,1,2,2,1,3,null,ORD-000313,2025-03-14,PO-00313,490.93,49.09,7.69,75.31,464.71,49.09,1,2025-03-14,null,SP-014
B001269,1,1,2,1,1,1,null,ORD-000314,2025-03-22,PO-00314,106.94,10.69,6.3,14.48,206.3,21.38,2,2025-03-11,null,SP-005
B009969,1,1,1,2,1,8,null,ORD-000315,2025-03-28,PO-00315,188.4,18.84,18.02,37.28,679.84,75.36,4,2025-03-08,null,SP-019
B008508,1,1,3,1,1,9,null,ORD-000316,2025-03-25,PO-00316,406.24,40.62,7.71,36.95,2049.55,203.1,5,2025-03-16,null,SP-023
B004508,1,1,1,2,1,5,null,ORD-000317,2025-03-12,PO-00317,283.78,28.38,14.12,35.64,1935.64,198.66,7,2025-03-06,null,SP-014
B005878,1,1,1,1,1,3,null,ORD-000318,2025-03-24,PO-00318,196.53,19.65,11.78,10.77,1027.05,98.25,5,2025-03-10,null,SP-011
B008675,1,1,2,2,1,3,null,ORD-000319,2025-03-02,PO-00319,218.81,21.88,6.41,10.04,2306.5,218.8,10,2025-03-23,null,SP-028
B002415,1,1,3,2,1,5,null,ORD-000320,2025-03-02,PO-00320,255.75,25.58,18.34,36.41,1714.44,179.06,7,2025-03-25,null,SP-014
B003130,1,1,3,1,1,3,null,ORD-000321,2025-03-25,PO-00321,237.04,23.7,5.57,38.95,221.79,23.7,1,2025-03-19,null,SP-031
B005721,1,1,1,1,1,4,null,ORD-000322,2025-03-05,PO-00322,170.14,17.01,16.18,11.09,880.3,85.05,5,2025-03-09,null,SP-022
B003001,1,1,1,3,1,6,null,ORD-000323,2025-03-11,PO-00323,170.28,17.03,11.77,8.2,895.55,85.15,5,2025-03-11,null,SP-002
B003157,1,1,1,1,1,9,null,ORD-000324,2025-03-16,PO-00324,63.77,6.38,14.79,1.26,68.89,6.38,1,2025-03-04,null,SP-023
B002697,1,1,3,2,1,4,null,ORD-000325,2025-03-06,PO-00325,466.65,46.66,11.43,68.33,4449.8,466.6,10,2025-03-05,null,SP-040
B003098,1,1,1,1,1,4,null,ORD-000326,2025-03-05,PO-00326,97.39,9.74,8.75,19.47,262.98,29.22,3,2025-03-16,null,SP-023
B001602,1,1,3,3,1,4,null,ORD-000327,2025-03-21,PO-00327,269.87,26.99,10.55,41.25,1533.66,161.94,6,2025-03-22,null,SP-037
B002404,1,1,2,3,1,6,null,ORD-000328,2025-03-14,PO-00328,222.22,22.22,11.08,26.37,1308.42,133.32,6,2025-03-23,null,SP-034
B006249,1,1,2,3,1,1,null,ORD-000329,2025-03-08,PO-00329,205.63,20.56,12.28,10.93,645.78,61.68,3,2025-03-01,null,SP-027
B007132,1,1,2,2,1,7,null,ORD-000330,2025-03-10,PO-00330,287.4,28.74,6.77,40.04,2484.9,258.66,9,2025-03-19,null,SP-004
B009749,1,1,1,1,1,9,null,ORD-000331,2025-03-26,PO-00331,236.65,23.67,18.49,33.08,454.48,47.34,2,2025-03-10,null,SP-032
B009984,1,1,1,1,1,6,null,ORD-000332,2025-03-19,PO-00332,162.77,16.28,18.85,21.52,945.18,97.68,6,2025-03-20,null,SP-015
B005390,1,1,2,1,1,2,null,ORD-000333,2025-03-22,PO-00333,358.71,35.87,11.79,64.3,660.56,71.74,2,2025-03-20,null,SP-005
B008269,1,1,2,3,1,8,null,ORD-000334,2025-03-14,PO-00334,234.62,23.46,16.36,18.09,719.97,70.38,3,2025-03-21,null,SP-027
B006007,1,1,1,2,1,1,null,ORD-000335,2025-03-16,PO-00335,150.29,15.03,13.65,18.49,1468.3,150.3,10,2025-03-13,null,SP-035
B005014,1,1,1,2,1,1,null,ORD-000336,2025-03-21,PO-00336,233,23.3,5.06,23.5,1164,116.5,5,2025-03-19,null,SP-027
B001550,1,1,3,2,1,5,null,ORD-000337,2025-03-22,PO-00337,463.83,46.38,19.78,21.17,978.08,92.76,2,2025-03-07,null,SP-004
B002282,1,1,3,1,1,8,null,ORD-000338,2025-03-16,PO-00338,23.06,2.31,15.73,1.09,24.28,2.31,1,2025-03-04,null,SP-029
B005046,1,1,3,2,1,8,null,ORD-000339,2025-03-24,PO-00339,37.68,3.77,7.23,6.73,277.76,30.16,8,2025-03-16,null,SP-008
B007831,1,1,2,3,1,2,null,ORD-000340,2025-03-26,PO-00340,78,7.8,9.83,15.37,211.29,23.4,3,2025-03-21,null,SP-020
B005664,1,1,3,1,1,6,null,ORD-000341,2025-03-19,PO-00341,187.57,18.76,17.16,4.66,806.68,75.04,4,2025-03-22,null,SP-019
B007797,1,1,3,1,1,1,null,ORD-000342,2025-03-10,PO-00342,496.21,49.62,13.53,27,518.83,49.62,1,2025-03-16,null,SP-019
B005275,1,1,2,3,1,8,null,ORD-000343,2025-03-04,PO-00343,430.29,43.03,13.35,70.94,402.38,43.03,1,2025-03-24,null,SP-020
B009947,1,1,1,3,1,6,null,ORD-000344,2025-03-18,PO-00344,168.38,16.84,19.17,30.51,154.71,16.84,1,2025-03-13,null,SP-016
B007861,1,1,2,1,1,7,null,ORD-000345,2025-03-26,PO-00345,107.8,10.78,9.44,10.09,216.98,21.56,2,2025-03-25,null,SP-016
B003926,1,1,2,3,1,8,null,ORD-000346,2025-03-06,PO-00346,496.02,49.6,14.27,38.67,3548.65,347.2,7,2025-03-12,null,SP-004
B003171,1,1,1,2,1,9,null,ORD-000347,2025-03-18,PO-00347,57.88,5.79,16.15,7.77,55.9,5.79,1,2025-03-11,null,SP-034
B001233,1,1,3,3,1,2,null,ORD-000348,2025-03-02,PO-00348,127.28,12.73,7.56,4.08,135.93,12.73,1,2025-03-19,null,SP-021
B003734,1,1,2,3,1,5,null,ORD-000349,2025-03-10,PO-00349,491.42,49.14,19.55,18.43,3654.91,343.98,7,2025-03-15,null,SP-033
B003205,1,1,1,2,1,3,null,ORD-000350,2025-03-13,PO-00350,297.47,29.75,17.82,2.19,1950.18,178.5,6,2025-03-24,null,SP-036
B003385,1,1,2,2,1,1,null,ORD-000351,2025-03-12,PO-00351,310.67,31.07,13.6,47.3,2355.52,248.56,8,2025-03-27,null,SP-031
