Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number,Salesperson ID,Store Manager ID
Amazon,ORD-000084,2025-03-21,PO-00084,USD,123.26,12.33,5.56,20.54,575.25,616.3,61.65,B004623,Refurbished,5,Gift Card,Pending,In Transit,2025-03-15,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-5532,Sample Product,,,,,SP-038,SM-005
Amazon,ORD-000085,2025-03-20,PO-00085,USD,478.51,47.85,10.21,79.41,2234.75,2392.55,239.25,B003324,Used - Like New,5,Gift Card,Pending,Pending,2025-03-13,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-7378,Sample Product,,,,,SP-008,SM-001
Amazon,ORD-000086,2025-03-09,PO-00086,USD,407.3,40.73,20.0,71.32,1130.13,1221.9,122.19,B009913,Refurbished,3,Credit Card,Shipped,Delivered,2025-03-22,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-3833,Sample Product,,,,,SP-006,SM-001
Amazon,ORD-000087,2025-03-01,PO-00087,USD,179.82,17.98,17.98,29.9,503.7,539.46,53.94,B009344,Used - Like New,3,Credit Card,Shipped,Pending,2025-03-03,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-9375,Sample Product,,,,,SP-037,SM-005
Amazon,ORD-000088,2025-03-03,PO-00088,USD,274.16,27.42,7.24,36.9,1852.76,1919.12,191.94,B009003,New,7,PayPal,Pending,Delivered,2025-03-19,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-8111,Sample Product,,,,,SP-023,SM-003
Amazon,ORD-000089,2025-03-03,PO-00089,USD,410.62,41.06,12.02,13.83,1751.4,1642.48,164.24,B004714,Used - Like New,4,Gift Card,Cancelled,Pending,2025-03-19,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-1024,Sample Product,,,,,SP-007,SM-001
Amazon,ORD-000090,2025-03-25,PO-00090,USD,236.57,23.66,8.58,6.04,1525.14,1419.42,141.96,B004744,New,6,Gift Card,Pending,In Transit,2025-03-09,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-5881,Sample Product,,,,,SP-008,SM-001
Amazon,ORD-000091,2025-03-12,PO-00091,USD,398.27,39.83,5.85,69.79,2946.48,3186.16,318.64,B005450,Used - Like New,8,Gift Card,Cancelled,In Transit,2025-03-09,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-8970,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-000092,2025-03-07,PO-00092,USD,401.5,40.15,14.01,58.59,766.12,803.0,80.3,B003821,Refurbished,2,Credit Card,Shipped,In Transit,2025-03-08,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-3062,Sample Product,,,,,SP-004,SM-001
Amazon,ORD-000093,2025-03-28,PO-00093,USD,499.26,49.93,18.95,78.35,4237.56,4493.34,449.37,B003060,Refurbished,9,PayPal,Pending,In Transit,2025-03-14,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-9540,Sample Product,,,,,SP-029,SM-004
Amazon,ORD-000094,2025-03-23,PO-00094,USD,392.28,39.23,12.52,33.53,3581.82,3530.52,353.07,B005587,New,9,Gift Card,Shipped,Delivered,2025-03-14,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-3374,Sample Product,,,,,SP-027,SM-003
Amazon,ORD-000095,2025-03-27,PO-00095,USD,110.22,11.02,11.31,4.52,1050.48,991.98,99.18,B001870,Used - Like New,9,Credit Card,Pending,In Transit,2025-03-09,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-8005,Sample Product,,,,,SP-002,SM-001
Amazon,ORD-000096,2025-03-19,PO-00096,USD,327.96,32.8,12.53,53.61,2150.05,2295.72,229.6,B004536,Used - Like New,7,Gift Card,Pending,Delivered,2025-03-25,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-5169,Sample Product,,,,,SP-006,SM-001
Amazon,ORD-000097,2025-03-10,PO-00097,USD,361.33,36.13,13.01,22.82,1498.56,1445.32,144.52,B005925,Refurbished,4,PayPal,Cancelled,Pending,2025-03-14,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-3379,Sample Product,,,,,SP-016,SM-002
Amazon,ORD-000098,2025-03-23,PO-00098,USD,277.71,27.77,6.66,25.72,2238.08,2221.68,222.16,B004098,Refurbished,8,Gift Card,Shipped,Delivered,2025-03-06,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-6437,Sample Product,,,,,SP-025,SM-003
Amazon,ORD-000099,2025-03-24,PO-00099,USD,446.07,44.61,12.53,8.96,3853.76,3568.56,356.88,B004444,New,8,Credit Card,Shipped,Delivered,2025-03-11,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-4354,Sample Product,,,,,SP-007,SM-001
Amazon,ORD-000100,2025-03-14,PO-00100,USD,157.55,15.76,14.37,15.94,1573.7,1575.5,157.6,B009706,Refurbished,10,PayPal,Cancelled,Pending,2025-03-03,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-4864,Sample Product,,,,,SP-025,SM-003
Amazon,ORD-000101,2025-03-05,PO-00101,USD,367.81,36.78,12.83,13.55,1564.16,1471.24,147.12,B007423,Used - Like New,4,PayPal,Pending,Pending,2025-03-17,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-9074,Sample Product,,,,,SP-033,SM-004
Amazon,ORD-000102,2025-03-24,PO-00102,USD,295.44,29.54,5.79,30.3,884.04,886.32,88.62,B009003,Refurbished,3,PayPal,Cancelled,Pending,2025-03-12,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-9128,Sample Product,,,,,SP-003,SM-001
Amazon,ORD-000103,2025-03-05,PO-00103,USD,217.39,21.74,15.86,22.35,433.56,434.78,43.48,B009044,Used - Like New,2,Gift Card,Pending,In Transit,2025-03-10,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-9506,Sample Product,,,,,SP-022,SM-003
Amazon,ORD-000104,2025-03-19,PO-00104,USD,451.52,45.15,16.76,48.48,1344.57,1354.56,135.45,B003899,Refurbished,3,Gift Card,Cancelled,Pending,2025-03-04,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-9777,Sample Product,,,,,SP-040,SM-005
Amazon,ORD-000105,2025-03-04,PO-00105,USD,378.11,37.81,9.93,38.45,3397.23,3402.99,340.29,B009592,New,9,Gift Card,Pending,In Transit,2025-03-11,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-2920,Sample Product,,,,,SP-033,SM-004
Amazon,ORD-000106,2025-03-12,PO-00106,USD,110.09,11.01,14.67,21.41,398.76,440.36,44.04,B003281,New,4,Credit Card,Cancelled,Delivered,2025-03-02,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-1471,Sample Product,,,,,SP-020,SM-003
Amazon,ORD-000107,2025-03-19,PO-00107,USD,231.64,23.16,6.11,10.21,244.59,231.64,23.16,B008863,Used - Like New,1,PayPal,Pending,Pending,2025-03-27,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-9511,Sample Product,,,,,SP-028,SM-004
Amazon,ORD-000108,2025-03-03,PO-00108,USD,498.74,49.87,18.87,19.13,5294.8,4987.4,498.7,B005927,Refurbished,10,PayPal,Shipped,Pending,2025-03-08,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-9647,Sample Product,,,,,SP-008,SM-001
Amazon,ORD-000109,2025-03-23,PO-00109,USD,159.76,15.98,7.28,4.45,513.87,479.28,47.94,B001149,Refurbished,3,Credit Card,Pending,Pending,2025-03-15,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-9287,Sample Product,,,,,SP-007,SM-001
Amazon,ORD-000110,2025-03-07,PO-00110,USD,134.8,13.48,5.33,5.08,859.2,808.8,80.88,B006648,Refurbished,6,Credit Card,Pending,Delivered,2025-03-08,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-2889,Sample Product,,,,,SP-028,SM-004
Amazon,ORD-000111,2025-03-01,PO-00111,USD,255.71,25.57,14.79,16.6,2117.44,2045.68,204.56,B009344,Used - Like New,8,PayPal,Shipped,In Transit,2025-03-16,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-6755,Sample Product,,,,,SP-038,SM-005
Amazon,ORD-000112,2025-03-01,PO-00112,USD,466.71,46.67,12.37,13.01,5003.7,4667.1,466.7,B007549,New,10,Credit Card,Pending,In Transit,2025-03-17,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-4989,Sample Product,,,,,SP-037,SM-005
Amazon,ORD-000113,2025-03-18,PO-00113,USD,406.53,40.65,10.34,27.13,3360.4,3252.24,325.2,B001552,New,8,Credit Card,Shipped,In Transit,2025-03-10,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-8227,Sample Product,,,,,SP-023,SM-003
Amazon,ORD-000114,2025-03-05,PO-00114,USD,203.7,20.37,5.45,5.6,218.47,203.7,20.37,B002403,New,1,PayPal,Cancelled,Pending,2025-03-01,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-5945,Sample Product,,,,,SP-025,SM-003
Amazon,ORD-000115,2025-03-03,PO-00115,USD,417.4,41.74,19.25,82.23,1507.64,1669.6,166.96,B004192,New,4,Credit Card,Pending,Delivered,2025-03-14,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-7218,Sample Product,,,,,SP-036,SM-004
Amazon,ORD-000116,2025-03-24,PO-00116,USD,240.45,24.05,16.21,35.1,1147.0,1202.25,120.25,B008071,Refurbished,5,Credit Card,Pending,Pending,2025-03-19,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-4261,Sample Product,,,,,SP-022,SM-003
Amazon,ORD-000117,2025-03-28,PO-00117,USD,294.46,29.45,8.45,4.24,2237.69,2061.22,206.15,B005926,Refurbished,7,PayPal,Cancelled,Delivered,2025-03-02,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-5702,Sample Product,,,,,SP-010,SM-002
Amazon,ORD-000118,2025-03-02,PO-00118,USD,162.85,16.29,6.83,14.91,656.92,651.4,65.16,B008812,Used - Like New,4,PayPal,Cancelled,In Transit,2025-03-13,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-6019,Sample Product,,,,,SP-001,SM-001
Amazon,ORD-000119,2025-03-04,PO-00119,USD,62.97,6.3,9.79,1.47,135.6,125.94,12.6,B005766,Used - Like New,2,Gift Card,Shipped,Pending,2025-03-25,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-4617,Sample Product,,,,,SP-036,SM-004
Amazon,ORD-000120,2025-03-27,PO-00120,USD,315.74,31.57,12.5,45.65,2714.94,2841.66,284.13,B003280,New,9,PayPal,Pending,Delivered,2025-03-20,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-2855,Sample Product,,,,,SP-009,SM-001
Amazon,ORD-000121,2025-03-10,PO-00121,USD,249.89,24.99,19.98,49.21,2031.03,2249.01,224.91,B006458,Used - Like New,9,PayPal,Shipped,Pending,2025-03-16,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-9964,Sample Product,,,,,SP-033,SM-004
Amazon,ORD-000122,2025-03-04,PO-00122,USD,475.99,47.6,10.94,42.07,481.52,475.99,47.6,B004998,Used - Like New,1,PayPal,Cancelled,Pending,2025-03-19,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-6006,Sample Product,,,,,SP-017,SM-002
Amazon,ORD-000123,2025-03-09,PO-00123,USD,424.37,42.44,6.12,84.8,764.02,848.74,84.88,B001624,Used - Like New,2,Credit Card,Cancelled,Pending,2025-03-19,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-6293,Sample Product,,,,,SP-017,SM-002
Amazon,ORD-000124,2025-03-02,PO-00124,USD,249.48,24.95,5.92,15.2,777.69,748.44,74.85,B007026,Refurbished,3,PayPal,Pending,Delivered,2025-03-06,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-8863,Sample Product,,,,,SP-013,SM-002
Amazon,ORD-000125,2025-03-19,PO-00125,USD,64.98,6.5,14.52,11.42,180.18,194.94,19.5,B005754,New,3,Credit Card,Pending,In Transit,2025-03-27,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-2301,Sample Product,,,,,SP-024,SM-003
Amazon,ORD-000126,2025-03-26,PO-00126,USD,17.87,1.79,9.63,0.1,136.92,125.09,12.53,B004068,New,7,PayPal,Pending,Delivered,2025-03-27,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-5394,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-000127,2025-03-05,PO-00127,USD,383.88,38.39,11.0,62.95,3593.2,3838.8,383.9,B005614,Used - Like New,10,Gift Card,Pending,In Transit,2025-03-07,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-6315,Sample Product,,,,,SP-026,SM-003
Amazon,ORD-000128,2025-03-09,PO-00128,USD,27.49,2.75,12.63,0.97,263.43,247.41,24.75,B001557,Refurbished,9,Gift Card,Shipped,In Transit,2025-03-25,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-1250,Sample Product,,,,,SP-014,SM-002
Amazon,ORD-000129,2025-03-12,PO-00129,USD,89.09,8.91,11.72,4.47,467.65,445.45,44.55,B002768,Used - Like New,5,Gift Card,Pending,In Transit,2025-03-26,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-8762,Sample Product,,,,,SP-012,SM-002
Amazon,ORD-000130,2025-03-03,PO-00130,USD,394.72,39.47,15.43,71.98,2897.68,3157.76,315.76,B007060,New,8,Gift Card,Pending,In Transit,2025-03-19,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-4358,Sample Product,,,,,SP-029,SM-004
Amazon,ORD-000131,2025-03-23,PO-00131,USD,28.7,2.87,15.1,4.35,163.32,172.2,17.22,B001545,Refurbished,6,PayPal,Cancelled,Delivered,2025-03-18,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-5538,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-000132,2025-03-17,PO-00132,USD,29.79,2.98,9.71,4.97,83.4,89.37,8.94,B006774,Refurbished,3,Gift Card,Shipped,Pending,2025-03-19,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-3139,Sample Product,,,,,SP-034,SM-004
Amazon,ORD-000133,2025-03-10,PO-00133,USD,241.48,24.15,12.82,3.45,1310.9,1207.4,120.75,B005787,New,5,Credit Card,Pending,Pending,2025-03-13,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-1082,Sample Product,,,,,SP-031,SM-004
Amazon,ORD-000134,2025-03-04,PO-00134,USD,140.73,14.07,10.89,4.79,1050.07,985.11,98.49,B003653,Used - Like New,7,Gift Card,Shipped,In Transit,2025-03-05,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-2008,Sample Product,,,,,SP-040,SM-005
Amazon,ORD-000135,2025-03-11,PO-00135,USD,482.86,48.29,10.32,81.12,4500.3,4828.6,482.9,B009903,Used - Like New,10,PayPal,Cancelled,Delivered,2025-03-04,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-2691,Sample Product,,,,,SP-035,SM-004
Amazon,ORD-000136,2025-03-07,PO-00136,USD,165.03,16.5,11.03,12.68,506.55,495.09,49.5,B004267,Used - Like New,3,Gift Card,Pending,Delivered,2025-03-04,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-9263,Sample Product,,,,,SP-007,SM-001
Amazon,ORD-000137,2025-03-14,PO-00137,USD,157.82,15.78,11.95,12.58,322.04,315.64,31.56,B004285,New,2,PayPal,Pending,Delivered,2025-03-19,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-2972,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-000138,2025-03-14,PO-00138,USD,282.53,28.25,5.28,29.49,562.58,565.06,56.5,B004102,New,2,Gift Card,Cancelled,Delivered,2025-03-09,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-7214,Sample Product,,,,,SP-001,SM-001
Amazon,ORD-000139,2025-03-23,PO-00139,USD,261.73,26.17,18.81,41.88,2214.18,2355.57,235.53,B005143,New,9,Gift Card,Pending,In Transit,2025-03-11,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-1052,Sample Product,,,,,SP-036,SM-004
Amazon,ORD-000140,2025-03-18,PO-00140,USD,96.22,9.62,11.29,10.01,766.64,769.76,76.96,B004552,Refurbished,8,Gift Card,Cancelled,In Transit,2025-03-15,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-2510,Sample Product,,,,,SP-034,SM-004
Amazon,ORD-000141,2025-03-23,PO-00141,USD,270.87,27.09,17.85,49.67,993.16,1083.48,108.36,B007787,Used - Like New,4,PayPal,Shipped,Pending,2025-03-10,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-2409,Sample Product,,,,,SP-024,SM-003
Amazon,ORD-000142,2025-03-10,PO-00142,USD,414.36,41.44,5.05,33.74,1688.24,1657.44,165.76,B009914,Used - Like New,4,Credit Card,Shipped,In Transit,2025-03-11,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-3757,Sample Product,,,,,SP-038,SM-005
Amazon,ORD-000143,2025-03-12,PO-00143,USD,210.44,21.04,12.26,24.74,1240.44,1262.64,126.24,B004882,New,6,PayPal,Shipped,In Transit,2025-03-13,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-9174,Sample Product,,,,,SP-031,SM-004
Amazon,ORD-000144,2025-03-27,PO-00144,USD,443.72,44.37,19.97,82.4,2028.45,2218.6,221.85,B004316,New,5,Credit Card,Cancelled,Pending,2025-03-24,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-8976,Sample Product,,,,,SP-025,SM-003
Amazon,ORD-000145,2025-03-04,PO-00145,USD,285.11,28.51,7.59,22.99,2034.41,1995.77,199.57,B005392,New,7,PayPal,Shipped,Delivered,2025-03-19,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-4071,Sample Product,,,,,SP-040,SM-005
Amazon,ORD-000146,2025-03-20,PO-00146,USD,61.79,6.18,5.72,3.34,258.52,247.16,24.72,B006881,Refurbished,4,PayPal,Cancelled,Pending,2025-03-11,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-5597,Sample Product,,,,,SP-002,SM-001
Amazon,ORD-000147,2025-03-22,PO-00147,USD,403.08,40.31,9.47,76.05,2938.72,3224.64,322.48,B002565,Refurbished,8,Credit Card,Cancelled,In Transit,2025-03-07,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-6526,Sample Product,,,,,SP-027,SM-003
Amazon,ORD-000148,2025-03-18,PO-00148,USD,10.2,1.02,14.41,1.51,97.1,102.0,10.2,B003727,Used - Like New,10,PayPal,Shipped,In Transit,2025-03-17,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-6837,Sample Product,,,,,SP-018,SM-002
Amazon,ORD-000149,2025-03-20,PO-00149,USD,448.88,44.89,14.63,50.72,3101.35,3142.16,314.23,B007165,Used - Like New,7,Gift Card,Cancelled,In Transit,2025-03-09,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-6789,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-000150,2025-03-16,PO-00150,USD,289.35,28.94,11.99,24.71,587.16,578.7,57.88,B004375,New,2,Gift Card,Pending,Delivered,2025-03-01,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-1243,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-000151,2025-03-08,PO-00151,USD,121.59,12.16,9.18,13.42,962.64,972.72,97.28,B005569,Used - Like New,8,Gift Card,Pending,Pending,2025-03-11,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-7618,Sample Product,,,,,SP-013,SM-002
Amazon,ORD-000152,2025-03-14,PO-00152,USD,145.35,14.54,11.07,13.37,1172.16,1162.8,116.32,B009026,New,8,Credit Card,Pending,Pending,2025-03-10,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-5567,Sample Product,,,,,SP-038,SM-005
Amazon,ORD-000153,2025-03-13,PO-00153,USD,436.32,43.63,9.91,62.49,2922.22,3054.24,305.41,B006784,Used - Like New,7,Gift Card,Shipped,In Transit,2025-03-25,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-1890,Sample Product,,,,,SP-016,SM-002
Amazon,ORD-000154,2025-03-21,PO-00154,USD,225.69,22.57,16.42,13.92,1640.38,1579.83,157.99,B009991,Used - Like New,7,Gift Card,Shipped,In Transit,2025-03-15,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-4464,Sample Product,,,,,SP-037,SM-005
Amazon,ORD-000155,2025-03-20,PO-00155,USD,308.8,30.88,17.49,60.55,1116.52,1235.2,123.52,B004025,Refurbished,4,PayPal,Cancelled,In Transit,2025-03-23,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-5227,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-000156,2025-03-05,PO-00156,USD,336.39,33.64,18.36,28.45,1024.74,1009.17,100.92,B009494,New,3,Credit Card,Shipped,Pending,2025-03-20,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-3299,Sample Product,,,,,SP-032,SM-004
Amazon,ORD-000157,2025-03-17,PO-00157,USD,223.19,22.32,8.47,23.76,1552.25,1562.33,156.24,B009063,Used - Like New,7,Credit Card,Cancelled,Delivered,2025-03-20,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-2675,Sample Product,,,,,SP-026,SM-003
Amazon,ORD-000158,2025-03-25,PO-00158,USD,178.36,17.84,10.9,4.33,1726.83,1605.24,160.56,B003299,New,9,PayPal,Shipped,Pending,2025-03-07,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-9166,Sample Product,,,,,SP-024,SM-003
Amazon,ORD-000159,2025-03-23,PO-00159,USD,239.13,23.91,9.76,30.14,931.6,956.52,95.64,B007471,Used - Like New,4,PayPal,Shipped,Pending,2025-03-02,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-9409,Sample Product,,,,,SP-033,SM-004
